scrape_date,id,name,type,update_date,creation_date,creator,permalink,category,description
2024-02-02 19:14:04.411096-05:00,kun8-kdsr,PATH_LINE,dataset,2024-02-02 18:45:34+00:00,2014-11-18 20:15:43+00:00,NYC OpenData,https://data.cityofnewyork.us/d/kun8-kdsr,Business,PATH Line
2024-02-02 19:14:04.411096-05:00,4bae-3jps,MTNYC_PlantedBlocks_20150930,dataset,2024-02-02 18:45:31+00:00,2015-10-20 13:56:39+00:00,NYC OpenData,https://data.cityofnewyork.us/d/4bae-3jps,Environment,"This data tracks the blocks that have been planted through NYC Parks’ street tree block planting program, a major component of the MillionTreesNYC initiative. When a block planting is completed for specific street segment, all available and appropriate locations for street tree installation have been planted. This dataset is based on the Citywide Street Centerline data."
2024-02-02 19:14:04.411096-05:00,we4w-79be,layer_1,dataset,2024-02-02 18:45:31+00:00,2016-06-01 19:05:31+00:00,NYC OpenData,https://data.cityofnewyork.us/d/we4w-79be,Environment,"This data tracks the blocks that have been planted through NYC Parks’ street tree block planting program, a major component of the MillionTreesNYC initiative. When a block planting is completed for specific street segment, all available and appropriate locations for street tree installation have been planted. This dataset is based on the Citywide Street Centerline data."
2024-02-02 19:14:04.411096-05:00,dpb9-ubdh,CSCL_PlowNYC,dataset,2024-02-02 18:45:31+00:00,2016-12-07 20:32:21+00:00,NYC OpenData,https://data.cityofnewyork.us/d/dpb9-ubdh,City Government,"The NYC Street Centerline (CSCL) is a road-bed representation of New York City streets containing address ranges and other information such as traffic directions, road types, segment types. Please use this dataset to determine what physicalid maps to the physicalid street segment in the <a href=""https://data.cityofnewyork.us/dataset/DSNY-PlowNYC-Data/34hf-h2fw"">DSNY PlowNYC dataset for the 2016/2017 winter season<a/>. For a current version of CSCL, please use <a href=""https://data.cityofnewyork.us/City-Government/NYC-Street-Centerline-CSCL-/exjm-f27b"">this dataset <a/>"
2024-02-02 19:14:04.411096-05:00,7igh-afai,nyct2000,dataset,2024-02-02 18:45:31+00:00,2019-09-10 15:31:46+00:00,afinkel,https://data.cityofnewyork.us/d/7igh-afai,City Government,"GIS data: Boundaries of 2000 Census Tracts. All previously released versions of this data are available at <a href=""https://www1.nyc.gov/site/planning/data-maps/open-data/bytes-archive.page?sorts[year]=0"">BYTES of the BIG APPLE- Archive</a>"
2024-02-02 19:14:04.411096-05:00,eubv-y6cr,IceLadders_20190417,dataset,2024-02-02 18:45:32+00:00,2019-04-24 16:17:32+00:00,NYC OpenData,https://data.cityofnewyork.us/d/eubv-y6cr,Public Safety,"This dataset contains GPS coordinates for each ice ladder NYC Parks places around lakes and ponds. These ladders are intended for rescuing anyone who falls through the ice of a lake or pond during winter. Each record is an ice ladder location. Some locations have multiple ice ladders, which is shown in the LADDER_COUNT field. This dataset is updated annually before winter so maps can be included in borough snow manuals. User guide: https://drive.google.com/open?id=1gELBkKYvcaDIw29eBQVHJfFEwk7rYO2zuJ9OMCx0irA Data Dictionary: https://drive.google.com/open?id=1-u7kKCoRWo3l1p5sKfaMY7jCbG0PoTBrgSa28BKLN7E"
2024-02-02 19:14:04.411096-05:00,69ip-ny7p,ES_Zones_2019-2020_v07_JKB,dataset,2024-02-02 18:45:32+00:00,2019-05-06 16:11:15+00:00,NYC OpenData,https://data.cityofnewyork.us/d/69ip-ny7p,Education,Polygon boundaries of school zones used for school assignment and access.
2024-02-02 19:14:04.411096-05:00,v3xw-ufub,NPCC3_SLR_2100,dataset,2024-02-02 18:45:32+00:00,2019-04-04 20:12:37+00:00,NYC OpenData,https://data.cityofnewyork.us/d/v3xw-ufub,Environment,Future Mean Sea Level projections released by the NPCC March 2019.
2024-02-02 19:14:04.411096-05:00,8kvz-b7tv,WaterFeatures_20190417,dataset,2024-02-02 18:45:33+00:00,2019-04-24 17:22:23+00:00,NYC OpenData,https://data.cityofnewyork.us/d/8kvz-b7tv,Environment,"This dataset captures all water features within NYC Parks. It combines the State’s hydrography layer with known water fountains. Made for cartographic purposes, the attribute data isn’t as maintained as the geometry. User guide: https://drive.google.com/open?id=1A7KhVk3LW_IKPHYfYUNAHSPgsVAJb1Chk3ZICtVwDsI Data Dictionary: https://drive.google.com/open?id=124PsGwqsgf1cW2eWnEEjdO3cojoRtloAh3r37eTAXAM"
2024-02-02 19:14:04.411096-05:00,7ypn-625d,MS_Zones_2019-2020_v03_JKB,dataset,2024-02-02 18:45:33+00:00,2019-05-06 16:28:38+00:00,NYC OpenData,https://data.cityofnewyork.us/d/7ypn-625d,Education,Polygon boundaries of school zones used for school assignment and access.
2024-02-02 19:14:04.411096-05:00,sd93-evwm,DAY_CARE_CENTER,dataset,2024-02-02 18:45:33+00:00,2014-11-18 00:37:47+00:00,NYC OpenData,https://data.cityofnewyork.us/d/sd93-evwm,City Government,Day Care Center
2024-02-02 19:14:04.411096-05:00,8xru-fryn,UNIVERSAL_PRE_K,dataset,2024-02-02 18:45:34+00:00,2015-04-01 18:56:18+00:00,NYC OpenData,https://data.cityofnewyork.us/d/8xru-fryn,City Government,Universal Pre-K
